id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
1242,ZOMATO,Mar 2020,-2144.0,1740.0,359.0,-45.0
1243,ZOMATO,Mar 2021,-1018.0,-5245.0,6402.0,139.0
1244,ZOMATO,Mar 2022,-693.0,-7971.0,8750.0,86.0
1245,ZOMATO,Mar 2023,-844.0,797.0,-127.0,-174.0
1246,ZOMATO,Mar 2024,646.0,-348.0,-207.0,91.0
1247,ZYDUSLIFE,Mar 2013,603.0,-682.0,286.0,207.0
1248,ZYDUSLIFE,Mar 2014,903.0,-438.0,-529.0,-64.0
1249,ZYDUSLIFE,Mar 2015,994.0,-465.0,-351.0,178.0
1250,ZYDUSLIFE,Mar 2016,1894.0,-860.0,-935.0,99.0
1251,ZYDUSLIFE,Mar 2017,1312.0,-2872.0,2316.0,756.0
1252,ZYDUSLIFE,Mar 2018,919.0,-974.0,52.0,-3.0
1253,ZYDUSLIFE,Mar 2019,1282.0,-3977.0,1885.0,-811.0
1254,ZYDUSLIFE,Mar 2020,2932.0,-1004.0,-1528.0,399.0
1255,ZYDUSLIFE,Mar 2021,3294.0,-837.0,-2548.0,-90.0
1256,ZYDUSLIFE,Mar 2022,2104.0,-1018.0,-868.0,219.0
1257,ZYDUSLIFE,Mar 2023,2689.0,1542.0,-4400.0,-170.0
1258,ZYDUSLIFE,Mar 2024,3228.0,-1492.0,-1810.0,-75.0
